calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,sugars,water
196,15,207,88,62,1.89,152,13.61,0.83,0,0.4,69.47
51,0.5,15,0,11,0.7,47,0.5,12.5,3,0,86.2
544,31,1818,0,30,0.88,127,61.3,0,0,0,1.8
121,5.2,6,0,63,2.27,436,11.91,8.91,5.2,2.18,72.77
149,9,630,0,44,1.5,340,8,9,3.3,1.9,70
189,11,711,0,41,1.8,200,17.78,4.44,1.1,2.22,65.01
450,14,468,0,375,3.3,74,5.6,75.3,1.4,25.4,2.8
127,3.6,63,3,100,0.46,234,3,21.6,2.3,19.24,71.2
108,1.2,338,0,31,1.11,0,4.62,19.23,5.4,6.15,73.7
271,18,600,13,529,0.41,134,24.7,3.5,0,3.5,50.5
577,40,122,0,17,0.03,166,4.9,52.54,0,52.54,1.47
42,1.7,458,0,0,0,0,1.69,5.08,0,1.69,89.8
33,1.7,35,0,123,0.44,123,2.88,1.65,0.4,0.41,93.18
371,9.7,15,0,176,4.36,1013,36.17,40.37,18.9,0,10.44
460,23,241,0,5,0.82,123,3.02,61.22,5.1,45.16,11.5
167,15,8,0,13,0.61,507,1.96,8.64,6.8,0.3,72.33
366,1.3,410,0,31,2.43,319,7.9,82.2,16.5,1.07,6.1
812,89,11,122,2,0.18,65,2.92,0,0,0,7.69
489,23,973,1,136,4.88,156,10.93,59.42,2.3,4.53,3.55
290,7.7,1048,0,120,28.5,1363,57.47,23.9,3.6,3.1,4.68
462,19,473,0,25,2.22,183,6.5,67.3,0,0,5.3
185,8.1,482,5,14,1.3,153,25.3,0.9,0,0,64.9
285,19,549,0,51,1.74,207,10.16,17.5,1.1,0.93,50.68
473,21,190,0,49,4.4,203,8.6,64.9,4.5,13.04,3.1
384,5.9,4,0,6,2.99,322,9.85,72.9,9.4,1.56,10.15
278,24,1013,0,99,1.22,141,9.77,4.9,0,0,57.82
322,29,852,38,11,1.22,252,11.69,2.66,0,1.27,53.5
149,6.4,732,32,54,1.07,394,17.3,4.53,0,4.61,67.4
286,15,602,0,93,2.5,178,14.57,23.71,1,4.49,44.59
380,12,5053,0,116,7.4,367,8.53,59.78,3.2,9.23,5.51
247,15,684,0,24,2.36,146,10.6,18.4,0,0,53.96
407,34,2260,0,13,1.3,378,22.58,1.6,0,0,36.18
309,28,827,43,11,0.59,483,11.98,0.94,0,0.94,56.49
111,1.6,307,0,4,0.29,180,2.29,22.1,9.3,0,72.95
342,13,52,0,682,19.71,663,5.76,69.28,14.8,7.76,8.46
307,7.5,27,0,996,35.3,684,9.59,65.59,11.3,1.8,9.31
114,2.3,67,0,5,2.86,310,21.85,0,0,0,76.12
155,3.9,77,0,6,3.31,353,28.12,0,0,0,67.95
148,6.5,81,0,115,0.46,166,3.37,19.59,0.9,13.63,69.65
88,0.7,39,99,57,0.55,259,19.26,0,0,0,78.92
271,0.7,278,0,629,6.73,3494,7.9,63.37,23.9,37.32,19.68
114,6,328,0,14,0.73,270,1.53,13.53,0,0,78.73
313,22,781,16,705,0.72,81,28.2,0.7,0,0.56,46
349,0.5,21,0,257,1.55,1622,8.95,83.28,9.2,37.41,3.93
332,2,5,0,163,3.53,1368,15.41,64.47,0,0,14.16
345,3.1,252,0,23,3.92,88,8.2,71.04,1.7,0.25,15
42,0.5,6,0,78,0.97,508,2.49,8.82,5.3,0,86.81
276,23,732,0,27,1.73,244,14,4.27,0.9,0,56.71
259,4.8,387,0,71,3.43,123,11.4,43.7,4.9,8.46,38.5
133,3.6,37,0,13,1.15,262,23.57,0,0,0,72.77
82,0.7,54,36,16,0.38,413,17.81,0,0,0,81.22
368,26,2021,50,163,2.63,666,29.5,4.24,0,4.24,34.46
180,10,1039,29,7,0.83,319,16.5,4.2,0,0,65.3
312,3.3,27,0,168,55,2080,9.68,67.14,22.7,3.21,12.85
417,25,776,0,115,0.78,167,3.86,43.58,2.7,5.43,24.52
390,33,710,3,14,0.2,9,0.9,23.8,0.1,20.11,39.9
405,38,822,25,15,1.53,234,15.5,0.03,0,0,43.75
326,23,708,0,11,0.62,250,16.46,14.31,0,0.08,44.15
263,21,56,0,14,0.88,287,16.88,0,0,0,61.06
290,13,618,0,19,1.01,538,3.31,39.5,3.9,0,41.29
539,32,90,0,199,0.24,286,5.87,59.24,0.2,59,1.3
296,13,813,0,100,2.55,256,6.16,40.21,2.9,3.8,36.58
657,64,1,0,61,2.12,436,12.72,18.25,6.4,0,2.65
263,8.7,77,0,661,7.06,1044,6.09,72.12,21.6,0,8.46
99,5.5,388,0,12,2.48,163,4.41,7.85,0.9,1.76,80.78
182,11,1322,40,9,2.2,291,18.58,2.18,0,0,64.78
28,0.5,15,0,136,0.93,333,2.66,4.9,2,0,91.12
46,2,55,42,82,0.1,150,1.6,5.3,0,5.3,90
301,19,454,0,22,0.65,456,3,30.51,3.2,0.54,45.82
478,20,325,0,0,2.1,123,7.1,67.7,4.5,30.9,4
92,2.3,40,0,70,1.3,380,16.76,0,0,0,79.71
111,1.7,72,0,5,2.3,320,22.39,0,0,0,75.97
486,31,16,0,631,7.72,407,16.54,42.12,34.4,0,5.8
41,1.4,39,49,123,0.44,123,2.47,5.76,2.1,2.88,89.69
384,2.8,326,0,11,1.49,290,8.2,81.5,4.2,0.6,5.8
86,1.4,15,0,2,0.52,270,3.27,18.7,2,6.26,76.05
897,100,150,101,0,0,0,0,0,0,0,0
171,11,1050,0,19,1.14,47,19.11,0,0,0,68.02
262,1.7,527,0,15,3.06,170,9.8,55.89,6.1,2.87,30.6
420,28,1804,21,853,0.49,180,28.42,13.91,0,0.07,22.65
103,3.8,423,0,47,3.43,365,6.12,13.24,3.3,1.65,75.51
507,34,16,0,24,2.76,290,3.9,60.4,5.5,51.48,0.5
123,3.2,86,0,6,4.88,320,22.07,0,0,0,74.5
228,9.7,617,0,192,2.3,173,13.64,21.67,1.1,2.13,52.58
302,0.5,12,0,53,1.79,746,3.39,79.52,4,59.19,14.97
455,16,699,0,92,2.64,283,7.3,70.73,6.9,15.48,2.75
323,15,189,0,19,0.8,596,3.41,42.58,3.9,0.21,36.63
282,15,434,0,120,1.56,220,11.26,26.39,1.4,3.67,45.76
263,12,626,0,167,2.35,200,12.97,27.81,1.1,6.22,45
434,21,13,0,206,6.37,2515,37.81,31.92,9.6,7.5,5.16
97,2.3,69,0,15,0.84,256,17.73,0,0,0,79.22
120,3.2,103,0,2,4.7,304,21.23,0,0,0,73.83
36,1.4,9690,0,2,2.27,3,5.5,0,0,0,68
371,7,4,0,159,7.61,508,13.56,65.25,6.7,1.69,11.29
398,5,4,0,11,3.79,443,10.99,77.14,10.4,1.46,5.42
247,1.2,10,0,1002,8.32,431,3.99,80.59,53.1,2.17,10.58
253,4.4,208,0,1784,48.78,3308,19.96,55.82,13.6,0,7.3
369,9.5,5203,0,141,6.27,450,9.8,61.1,4.3,23.9,4.65
88,0.7,25,0,37,1.55,332,7.92,17.63,7.5,9.21,72.6
348,2,13,0,20,1.6,998,10.35,72.45,0,0,12.4
129,0.5,1096,0,4,1.14,76,0.63,34.48,3.2,0,61.12
93,1.2,51,0,110,1.3,389,19.14,0,0,0,79.31
226,17,1069,0,80,1.4,349,15.94,1.89,0,0,61.83
67,2.6,554,0,14,0.93,61,5.88,4.61,0,0,85.07
29,0.3,7,0,63,1.92,455,4.1,4.82,0,0,89.78
444,44,89,142,30,0.87,179,12.53,0,0,0,44.47
114,2,51,0,3,3.19,353,22.38,0,0,0,74.08
50,0.3,3,0,16,0.32,173,1,12.18,1.6,8.49,86.13
367,8.6,5356,0,139,3.94,235,8.78,63.57,2.4,24.73,4.43
30,0.3,3,0,81,0.57,211,1.69,6.63,2.2,2.97,90.82
553,49,5,0,70,7.95,1200,31.56,8.67,4,1.5,4.96
555,35,576,296,171,3.23,373,35.6,23.97,0,2.46,2.78
567,49,18,0,92,4.58,705,25.8,16.13,8.5,4.72,6.5
31,0.2,6,0,37,1.03,211,1.83,6.97,2.7,3.26,90.32
372,1.6,36,0,58,2.13,376,13.35,74.81,10.6,2.72,8.34
341,32,60,0,11,0.74,231,13.99,0,0,0,53.51
105,1,702,0,351,0.19,278,15.69,7.66,0,5.48,71.87
535,30,79,0,189,2.35,372,7.65,59.4,3.4,51.5,1.5
309,12,2,0,4,0.67,482,1.5,49.17,3.5,3.63,36.08
535,36,2590,0,467,0.94,254,15.32,36.52,2,5.4,2.05
61,3.5,3,51,101,0.05,253,3.1,4.46,0,4.46,88.2
209,6.1,563,0,124,2.37,261,7.35,31.23,4.2,1.73,53.17
232,17,1164,48,47,1.02,267,14.92,4.76,0,0,60.2
295,15,798,0,11,0.72,334,19.17,22.03,1.1,0.29,41.37
372,6,361,0,44,3.42,66,3.99,76.8,1.5,4.87,12.04
120,3.8,50,0,11,0.55,429,20.14,0,0,0,75.38
257,20,737,0,50,1.69,471,17.65,0,0,0,60.14
271,7,77,0,1990,82.71,1522,12.66,60.56,40.3,4.09,7.64
319,1.2,162,0,0,0.23,279,2.45,78.58,2.4,66.27,16.6
104,0.1,208,0,37,1.06,138,1.09,26.39,8.3,0,71.49
590,53,19,0,236,3.28,659,21.4,18.67,9.9,4.63,4.51
422,14,168,0,429,10.28,294,16.8,56.46,2.3,36.4,10.28
11,0.2,1208,0,0,0.4,23,0.33,2.26,1.2,1.06,94.08
312,29,311,37,20,1.43,166,12,1.8,0,0,56.7
274,4.4,347,0,66,2.9,227,7.9,52.3,4.3,5.68,33.6
292,4.8,486,0,72,2.94,154,9.2,52.7,4.3,8.84,31.2
127,4.4,75,435,7,0.38,366,20.5,0,0,0,75.52
56,0.8,0,0,35,4.9,0,12.3,0,0,0,84
159,4,81,0,6,4.9,409,28.81,0,0,0,67.55
274,1.7,344,0,19,3.8,148,9.8,55.2,2.3,5.98,32
518,53,32,0,5,0.52,185,9.34,0,0,0,36.74
612,57,1,0,53,4.02,421,24.9,12.05,4.7,0,3.34
333,29,846,44,28,0.53,348,13.72,2.85,0,0,51.45
42,1.7,458,0,0,0,0,1.69,5.08,0,1.69,90.2
26,0.4,98,0,12,2.79,127,5.92,2.42,0.4,0.3,90.67
337,2.4,3,0,244,13.7,2490,49.2,35.89,0,0,6.94
469,22,195,0,33,4.53,187,12.49,60.49,4.5,0,3.67
387,5.8,517,20,1184,0.3,1592,34.3,49,0,49,2.97
123,0.4,3,0,11,1.33,93,2.26,28.22,3.8,0.28,68.8
398,5.4,7,0,5,2.91,393,10.4,76.93,8.7,1.81,5.7
354,33,20,0,14,2.43,356,3.33,15.23,9,6.23,46.99
316,16,374,0,22,1.22,65,3,42.6,2.6,0,37.6
448,22,42,0,35,1.05,151,4.5,58.08,2.3,36.72,14.69
331,15,50,0,1280,29.25,955,4.88,64.06,42.6,0,9.31
462,17,402,0,0,0,84,4,73.1,1.4,31.6,4.1
69,0.6,37,0,21,0.22,292,0.58,17.36,5.4,0,80.66
452,36,423,26,895,1.88,48,30.52,2.17,0,2.17,29.01
264,21,459,15,140,1.9,26,18.52,0,0,0,60.75
181,14,70,10,141,0.06,211,7,7,0,0.3,71
34,0.2,16,0,9,0.21,267,0.84,8.16,0.9,7.86,90.15
352,2.9,6,0,29,3.62,434,13.87,73.37,9.2,2.74,8.21
192,7.1,476,0,51,1.9,171,5.7,34.6,9,4.6,49.5
127,3.4,57,0,17,4.69,295,22.63,0,0,0,71.45
89,0.5,1,0,44,0.95,367,4.13,17.28,0,0,77
236,4.6,413,0,85,4.14,121,9.5,40.2,4.1,6.67,44
50,2.7,570,0,7,0.66,106,1.26,5.47,0.4,0,89
295,7.2,62,0,1139,32.3,3020,22.77,50.22,7.4,0,7.74
58,1.4,41,49,123,0.59,144,2.06,9.47,0.8,7.82,86.39
132,11,12,0,20,0.27,133,0.95,7.86,1.7,0,80.01
305,25,4450,1006,66,1.4,520,18.5,0,0,0,43
223,2,353,0,178,2.87,186,8.7,44.8,4.6,1.56,42.3
308,25,960,32,85,1.21,315,15.2,5.49,0,4.42,51.87
141,7.5,385,0,97,1.15,210,6.68,11.91,0,0,72.35
28,0.6,426,0,58,3.13,177,2.52,4.62,2.4,0,90.2
79,0.9,61,0,10,0.28,400,16.64,0,0,0,81.36
237,3.9,83,0,1346,31.95,4740,23.2,49.1,11.3,0,7.2
654,65,2,0,98,2.91,441,15.23,13.71,6.7,2.61,4.07
292,5.5,452,0,1140,22.04,2683,26.63,50.64,26.7,7.27,5.89
335,4.2,27,0,114,19.8,1320,8.98,71.62,14.1,3.39,9.94
525,36,16,0,184,3.04,350,5.84,49.29,20.8,2.99,6.23
143,9.5,142,82,56,1.75,138,12.56,0.72,0,0.37,76.15
521,30,179,0,112,0.85,382,11.34,55.18,3.1,48.03,1.65
33,0.4,18,29,3,1.33,420,3.31,6.09,2.3,1.11,89.18
444,13,800,0,326,3.16,744,55.5,21.8,0,21.8,3.86
357,2.9,13,0,500,3.57,492,13.1,75.6,12.8,1.6,6.5
192,8.4,60,0,120,0.21,188,3.2,27.6,0.9,0,60
72,0.9,345,0,10,0.62,9,1.48,14.26,2.5,0,82.53
179,5.1,199,4,961,0.17,111,28.4,3.4,0,1.33,59.6
204,15,821,15,9,1,147,11.8,5.2,0,0,65
392,26,1376,19,1184,0.82,92,35.75,3.22,0,0.8,29.16
426,18,571,0,20,1.91,193,7.14,59.09,5.6,21.43,13.6
120,10,2,0,10,0.17,351,2.23,7.82,5.6,2.42,78.81
387,6.7,64,0,45,4.86,846,22.39,57.82,10.8,10.85,10.28
563,49,10,0,89,2.55,690,25.19,16.54,8.5,3.95,6.91
570,48,1,0,62,2.09,332,25.09,20.91,8.7,0,4.26
327,0.6,180,0,140,2.1,1290,52.2,34.7,15.8,8.22,7.8
553,44,12,0,37,6.68,660,18.22,30.19,3.3,5.91,5.2
455,38,1235,61,8,1.59,398,24.1,1.86,0,0,31.85
395,1.4,0,0,13,3.16,112,10,83.7,3,0.29,4.3
336,31,1240,0,196,1.12,162,10.31,4.19,0,0,50.85
197,7.4,479,0,53,2,177,6,35.4,9.3,4.2,47.7
348,0.5,59,0,183,6,1650,12.3,80.7,15.7,38.16,2
333,18,294,0,54,3.42,585,13.31,31.84,0,0,34.62
311,25,1246,41,18,1.4,163,16.37,3.05,0,0,52.3
329,1.9,2,0,25,3.6,340,15.4,68.03,12.2,0.41,12.76
331,1.6,2,0,27,3.21,397,10.35,74.24,12.5,0.41,12.17
327,1.5,2,0,29,3.19,363,12.61,71.18,12.2,0.41,13.1
261,11,461,0,76,2.87,217,14.85,26.76,1,5.6,45.97
298,18,35,0,709,16.32,1267,12.37,54.99,41.9,0,8.86
274,13,277,0,632,11.83,1020,5.97,65.53,33.9,2.38,9.87
323,6.4,67,0,176,33.53,770,23,58.35,24.6,0,8.84
410,34,644,41,711,0.16,76,24.25,2.13,0,0.27,36.15
111,6.2,49,34,41,0.7,135,11.5,1.4,0,0,80.32
121,3.5,475,0,45,1.6,320,6.38,16.91,0,0,71.33
347,1.2,12,0,113,5.07,1393,21.42,62.55,15.5,2.11,11.33
356,20,833,0,22,0.67,135,4.58,40.17,3.1,4.48,33.09
106,3,37,0,100,0,113,7.33,12.29,0,12,76.81
313,9.5,417,0,13,0.51,83,4.6,53.3,1.8,4.85,30.8
344,1.7,21,0,130,5.1,1235,23.9,60.74,25.6,0,9.38
313,3.3,170,0,71,0.16,119,1.89,71.53,0,43.21,22.5
466,20,875,0,0,4.2,197,8.3,66.1,4,9,3
245,2.2,2,0,29,0.91,592,3.17,52.96,5.1,10.6,40.48
67,0.4,238,16,60,0.71,179,2.38,13.89,1.2,4.76,81.4
119,3.7,443,0,26,1.6,368,5.44,15.89,4.9,0.99,72.95
44,0.3,4,0,65,1,215,3.3,9.5,3.3,5.04,86
321,0.5,50,0,178,14.5,1590,88.32,2.59,0,0,4.98
92,1.4,44,0,32,0.68,246,15.58,3.08,0,0,78.55
379,0.4,635,0,5,0.08,20,0.3,93.5,0.6,79.34,3.9
377,0.6,1441,0,12,0.01,12,0,92.9,0,92.9,2.6
354,1.8,1537,0,21,2.71,342,12.32,72.2,2,4.95,8.58
688,78,486,0,7,0.23,14,0,0.3,0,0.3,21.7
659,67,3,0,160,2.43,659,14.32,11.74,7.5,2.33,3.42
116,3.3,0,0,13,13.5,0,18.6,2.9,0,0,74.2
293,14,482,5,12,1.09,204,14.33,26.88,0.7,15.98,42.8
420,14,659,0,160,2.9,756,12.7,66.4,9.6,7.1,2.3
84,0.6,836,0,46,0.59,204,18.29,0,0,0,79.57
134,5.9,51,478,26,0.37,317,19.09,0,0,0,72.77
631,70,658,0,6,0.2,24,0.1,3.4,0,0,24.2
167,4.4,60,0,22,6.17,310,29.77,0,0,0,62.43
367,12,228,0,86,2.87,103,9.42,56.38,2.3,12.5,21.54
105,0.4,1,0,50,0.29,296,4.8,20.49,5.5,7.78,72.6
347,2.6,195,0,8,0.28,37,2.3,79.37,0.6,51.35,15
415,9.8,567,0,172,1.8,169,5.1,79.2,0,0,3.6
465,18,13,0,33,0.6,429,6.67,68.45,1.7,48.33,5.05
421,14,394,0,35,2.45,219,5.48,68.17,2.9,34.5,10.28
145,4.2,312,1,84,0.76,159,5.06,21.61,1.7,3.8,67.6
343,2.1,58,0,85,9.95,1375,23.85,59.64,10.7,0,11.05
97,2,68,226,10,0.29,256,18.43,0,0,0,78.27
126,1.6,73,0,37,0.67,512,26.02,0,0,0,69.04
495,26,256,0,32,2.5,273,7.7,62,4.8,0,3.1
104,3.6,58,0,17,0.27,341,16.74,0,0,0,78.09
156,6.8,376,1,57,1.62,402,6.91,16.79,8,0.78,67.57
491,23,809,0,113,4.2,129,11,61,2.5,0.5,2.5
296,8.7,361,0,98,3.5,0,0.01,50.7,4.5,4.8,33.8
496,24,887,0,0,0,141,6.6,62.6,2.8,4.1,2
436,19,328,0,8,1.85,147,4,61.22,0.9,36.51,14.08
541,30,41,0,108,4.38,407,5.41,62.16,5.4,54.05,1.07
426,16,3,0,34,2.18,397,3.64,77.41,4,69.4,1.59
367,0.6,1499,0,6,0.12,15,0,92.7,0,76.57,2.8
285,17,0,0,0,0,0,18.53,15.35,0,3.87,47.58
363,3.7,5,0,138,8.5,262,8.46,76.59,6.4,0,9.79
149,10,509,1,47,0.95,144,6.98,6.78,1,0.26,74.19
252,14,252,5,40,1.22,161,11.87,20.61,1,8.18,52.69
239,0.8,7,0,28,4.06,996,3.61,61.33,8.2,41.74,31.8
494,24,299,0,118,1.13,303,8.04,63.23,1.9,48.86,3.04
466,20,883,0,0,0,171,7.1,65.9,3.5,12,2.5
512,27,761,0,104,3.9,97,9.55,59.25,2.2,1.2,2.3
357,1.2,1,0,6,0.97,145,9.53,76.85,1.9,0,11.92
538,33,41,0,110,1.39,394,10.22,54.34,3.8,47.22,0.45
100,2.4,922,2,7,0.34,401,16.33,2.34,0,3.28,75.83
32,0.3,7,0,12,0.2,146,0.4,7.69,1.1,0,91.41
194,12,375,0,145,0.57,127,6.49,15.61,1.1,2.83,64.53
298,12,659,0,39,3.12,271,8.73,38.95,6.9,1.36,38.14
204,9.3,225,0,94,1.27,186,4.5,26.4,0,0,58.5
329,30,1025,24,10,1.34,130,11.35,2.78,0,1.6,53.22
260,11,246,0,12,0.48,81,2,39.8,0.8,14.29,46.2
156,2,118,0,6,7.27,312,32.38,0,0,0,64.31
197,15,493,41,311,0.35,142,10.33,5.48,0.1,0.19,66.86
212,7,59,0,22,10,403,34.85,0,0,0,57.92
389,4.2,1429,0,78,3.25,204,10,76.7,14.3,13.16,4.6
105,4,54,412,13,0.7,284,16.14,0,0,0,76.55
94,2.1,69,0,11,2.49,237,17.66,0,0,0,79.33
135,12,89,9,104,0.07,129,2.94,4.26,0,0.16,80.14
41,1.4,39,49,165,0.44,123,2.47,4.53,0.8,2.88,90.92
149,5,72,0,108,0.03,108,3,25,0.4,16,66.44
251,14,67,0,6,0.59,96,0.69,35.07,1.1,33.04,50.06
499,55,36,0,48,1.09,71,3.3,0,0,0,43.2
297,4.3,228,0,42,1.58,141,7.3,57.7,0,0,29.4
337,14,668,0,278,3.04,144,7.7,46,2.8,2.03,29
114,0.3,340,0,73,2.99,454,7.26,21.2,4.8,0.29,70.1
412,18,345,0,26,2.42,78,3.1,59.5,1.2,35.11,17.9
626,66,56,72,22,0.46,125,7.06,0,0,0,26.26
520,34,540,0,35,1.9,669,25.9,35.65,5.2,9.28,1.2
441,15,388,0,48,2.38,97,5,73.6,1.9,37.5,5.1
541,30,317,3,30,0.57,153,3.13,63.73,1.3,59.89,1.57
135,6,74,3,11,2.4,271,18.28,0.94,0,0,73.77
123,4.3,57,0,3,4.51,268,19.85,0,0,0,75.51
51,0.9,25,1,18,0.2,60,1.6,9.2,1.1,0.55,88
366,0.4,788,0,20,0.05,17,0,93,0.3,74.32,4.1
307,28,930,44,11,0.66,199,11.1,3.2,0,0,55.3
354,0.2,2280,0,280,0.32,680,35.5,51.8,0,0,4.9
321,8.7,127,6,284,0.19,371,7.91,54.4,0,54.4,27.16
319,28,697,0,70,5.5,138,14.2,1.5,0,0,53.9
260,12,602,0,37,1.5,206,10.29,26.69,0.9,3.53,48.44
416,7.6,745,0,39,3.56,373,11.34,75.52,10.9,1.22,2.59
432,12,1,0,13,0.57,0,1.67,79.53,2.4,66.6,6.3
159,12,221,0,34,0.3,153,0.88,12.35,1.9,9.54,74.03
469,20,276,0,0,2.5,87,4.8,68.9,1.3,30.1,2.4
349,1.4,456,0,99,3.05,676,8.9,73.9,0,0,10.8
311,2.2,177,0,119,6.09,845,24.89,67.19,20.1,16.5,3
362,0.9,2,0,14,7.32,105,8.2,78.03,1.7,0.31,12.51
900,100,0,228,0,0,0,0,0,0,0,0
551,38,249,0,10,2.56,61,7.3,45.1,1.5,0.74,8.5
62,0.9,37,44,119,0.04,154,3.39,10.2,0,9.21,84.82
149,6.4,290,0,114,0.57,95,5.6,17.28,1.1,1.53,69.39
114,1.5,113,5,11,0.73,242,23.66,0.14,0,0.05,74.89
86,1,601,1,39,1.62,46,14.67,3.57,0,0,78.98
367,1,43,0,34,4.28,285,13.14,74.88,4.3,0,9.89
142,3.2,110,0,5,19.6,0,28.4,0,0,0,67.4
418,9,1021,0,0,4,0,8.2,76.1,2.5,1.6,2.5
249,7.9,561,0,35,3.16,114,8.77,35.82,1.8,1.75,45.91
54,1.7,34,157,184,1.6,0,8.3,1.3,0.6,0.2,87.1
27,0.6,370,6,7,0.26,22,1.16,4.29,0.4,0.09,92.87
201,0.8,19,0,35,2.1,427,2.97,45.13,0,0,49.9
334,25,1370,18,772,0.61,216,24.73,2.1,0,1.23,42.31
82,2.5,302,0,35,0.9,84,3.38,11.52,0.5,0.5,81.39
608,54,356,0,45,1.67,780,24.47,17,6.1,3.11,0.99
254,16,619,12,782,0.22,84,24.26,2.77,0,1.13,53.78
500,25,430,0,0,2.8,138,5.7,65.1,3,27.8,2.6
431,16,229,0,1,0.03,902,1.9,73.4,0,73.4,6.2
371,24,814,14,47,1.86,153,9.67,29.99,0.4,1.59,32.82
309,10,671,0,52,3.43,75,8.38,46.01,1.7,1.54,33.11
471,20,294,0,61,2.95,336,10.1,64.4,5.3,28.57,3.9
141,6.2,51,635,25,0.31,377,19.94,0,0,0,73.8
68,2.5,112,1,45,6.7,229,7.06,3.91,0,0,85.14
185,5.3,528,0,20,1.15,116,3.28,31.16,1.2,1.3,58.54
898,100,27,0,1,0.13,15,0.07,0,0,0,0.25
548,43,2193,0,10,1.49,539,35.73,1.35,0,0,12.52
479,21,1006,0,0,0,117,5.7,67.7,2.2,9.7,2
199,14,0,0,18,9.4,0,19.2,0,0,0,65.1
432,12,657,0,135,0.48,82,4.4,78.1,1.1,0,3.7
370,5,1150,0,800,5,600,40,40,0,1.5,8.6
250,20,72,0,45,1.64,459,17.19,0,0,0,62.85
124,0.7,20,0,36,2.26,381,8.8,27.11,0,0,62.27
239,1.2,4,0,19,1.5,477,4.48,52.36,0,0,40.2
459,19,230,0,36,0.79,220,5.4,72.9,2,45.9,1.23
55,1.9,63,0,31,1.19,154,7.4,2,0.1,0.99,88.1
95,2.8,43,500,14,0.3,358,16.38,0,0,0,80.36
435,14,42,0,47,0.41,103,3,74.61,0.9,71,7.99
92,1,53,0,27,0.89,483,19.38,0,0,0,79.22
19,0.7,287,0,16,1.83,172,2.14,2.46,1.6,1.06,93.98
111,3.4,147,19,16,2.78,185,18.8,0,0,0,77.47
324,18,1008,0,331,0.84,121,13.56,27.22,1.6,2.83,37.63
112,0.8,1,0,10,0.53,79,2.32,23.51,1.8,0,72.96
640,53,0,0,46,1.45,634,28.04,16.23,0,4.15,0.56
111,2.7,75,0,10,1.03,238,20.33,0,0,0,74.94
333,19,738,0,351,0.59,97,15.82,25.33,2.2,1.45,37.02
330,12,329,0,57,4.04,77,6.69,48.26,0,2.03,31.57
83,2.1,45,0,8,0.81,118,6.71,9.38,2,0.11,81.58
247,3.1,548,0,106,3.1,0,0.01,44.7,4.7,2.8,40.28
442,16,177,0,0,3.48,306,6.45,67.66,9.7,12.9,8.12
403,22,414,0,71,1.96,125,7,44.6,1.3,19.78,24.3
142,6.3,44,0,12,0.8,490,19.84,0,0,0,68.5
192,9.1,463,0,14,0.58,287,2.13,27.29,2,0.27,59.65
424,10,659,0,79,4.13,177,6.99,76.2,3.4,23,3.6
191,11,524,0,185,0.74,266,10.48,12.36,1.3,2.77,63.72
407,17,275,3,22,0.93,99,4.5,59.61,2.1,25.18,18.25
142,4.6,152,0,51,1.27,184,2.09,23.01,0,17.17,69.46
133,4.4,1258,0,8,2.85,377,20.19,1.86,0,0,68.93
270,12,191,0,10,1.85,77,2.8,38.5,0,0,45.8
82,0.2,33,40,97,0.09,132,8.05,12.07,0.6,11.27,79.13
103,2.6,33,0,88,0.07,129,8.17,11.89,1,11.23,76.81
400,13,1410,0,187,4.11,124,8.47,62.53,7.1,0,10.62
506,24,257,0,0,0,96,3,70,0.9,41.1,2
173,7,873,5,415,0.42,66,24.35,1.91,0,0.52,63.1
86,1,295,0,46,0.37,354,17.41,0.74,0,0,79.18
109,0.5,45,69,4,0.77,441,24.4,0,0,0,74.03
186,1.5,9,0,34,1.58,114,3.1,39.84,3.6,12.94,55.01
113,0.4,336,0,47,1.85,288,7.53,20.45,5.1,0.28,70.45
100,1.3,64,408,32,0.18,417,20.51,0,0,0,76.87
515,24,111,0,9,0.18,36,0,74.39,0,42.31,1.12
175,6.1,55,0,8,5.03,379,28.14,0,0,0,63.98
573,50,11,0,975,14.55,468,17.73,23.45,11.8,0.3,4.69
367,1.7,53,0,94,4.6,2011,8.62,79.39,14.9,0,6.5
22,0.3,12,0,118,1.51,184,2.47,3.67,2.5,0,92.93
436,14,600,0,17,1.7,286,9,71.7,8.4,0,1.6
234,13,400,0,42,3.83,300,21.28,8.51,4.3,0,56.44
130,1.2,153,0,98,1.41,163,26.3,1.7,0,0,69.4
44,0.7,290,0,149,1.56,623,4.16,6.85,0,0,86.46
243,0.3,87,0,14,1.4,450,0.93,65.89,8.7,57.19,31.76
238,22,827,0,6,0.14,31,0.37,9.23,0,3.56,66.13
363,3.7,5,0,138,8.5,262,8.46,76.59,6.4,1.61,9.79
92,0.6,4,0,7,0.8,88,3.38,19.94,2.7,0.9,75.63
83,0.9,430,0,35,1.7,344,5.28,13.5,4.7,0.59,78.39
134,1,69,0,6,4.22,334,29.27,0,0,0,67.83
130,7.9,49,11,64,1.4,141,13.7,0.1,0,0,77.5
314,3,193,0,134,10.4,3170,17.9,68.7,21.3,40.77,2
333,29,1046,9,40,0.93,304,12.36,4.78,0,2.38,49.98
143,5.6,112,12,11,0.86,224,21.64,0.13,0,0.07,72.69
146,2.8,993,9,7,0.56,999,28.31,1.8,0,1.2,62.5
347,1.3,17,0,138,8.61,1157,24.33,61.91,11,0,8.43
