calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,sugars,water
69,4.1,50,51,134,0.05,204,3.56,4.45,0,4.45,87.03
313,27,954,0,77,0.25,120,2.62,16.75,0.3,6.57,51.35
88,4.2,637,0,27,0.5,98,2.2,10.4,0.4,3.64,81
356,16,327,0,71,2.88,439,3.9,49.2,0,0,28
486,34,71,0,0,1.4,159,3.4,61.2,13.3,0.4,1.5
258,7.7,456,0,76,4.3,50,5,43.1,1.1,14.9,41.6
110,3,154,0,23,0.8,179,5.9,15.6,2.3,3.3,74.06
466,29,343,0,57,1.84,176,6.2,50.2,0,0,12.6
500,24,593,0,0,4.1,106,8.6,64.1,2.2,1.4,2.3
269,14,240,32,75,1.04,165,4.4,32.9,0.7,12.06,47.9
414,15,236,0,0,0,273,7.7,67,12.8,24.8,8.5
110,2.6,80,0,11,0.8,348,20.2,0,0,0,75.94
509,24,257,0,6,1.57,96,3,70.09,0.9,41.1,2
375,5.4,0,0,0,0,0,13.81,71,12.3,0.8,7.7
136,4.9,59,0,4,4.6,285,20.7,2.22,0,0,70.8
132,1.6,12,4,19,1.09,37,5.04,24.25,2.3,0.71,68.52
141,3.7,64,26,134,0.6,207,3.36,23.15,0,19.46,68.92
506,29,472,0,12,1.15,83,3.41,58.52,1.4,0,7.96
63,2.3,15,0,10,0.41,87,2.44,8.18,1.3,1.42,86.84
376,6.6,12,0,795,47.5,395,13.2,69.4,6.6,13.2,6.8
110,2.7,45,0,25,0.38,417,21.23,0,0,0,75.67
113,2.8,83,0,113,0.11,182,3.4,18.9,0.4,0,74.1
156,5.6,92,670,11,0.52,436,26.48,0,0,0,67.33
160,15,7,0,12,0.55,485,2,8.53,6.7,0.66,73.23
209,12,401,0,11,1.8,64,21.3,4.4,3,0.3,61.2
366,9.3,26,0,17,1.56,168,2.2,80.4,2.1,71.42,7.7
210,12,275,34,80,0.58,106,5.5,20.8,1.6,11.58,60.9
209,9.1,517,0,97,2.8,185,23.7,8,2.8,1.4,56.8
258,14,579,0,144,2.1,219,14.59,19.95,1.4,4.91,48.9
231,13,60,0,28,0.91,505,25.72,0,0,0,65.6
42,0.3,4,0,50,2,192,2.8,7.2,3.1,0,89.3
328,29,1082,12,58,1.08,206,14.1,1.51,0,1.51,52.5
73,1.2,331,0,0,0,565,1.61,13.71,0.8,8.06,81.8
510,34,68,0,157,1.75,297,6.21,44.88,2.5,38.31,13.47
470,18,640,0,0,2.5,100,6.5,71.2,3,31.3,2
371,34,73,0,12,2.5,308,15.86,0,0,0,49.66
469,25,163,0,138,3.9,1470,38.55,30.22,17.7,4.2,1.95
66,0.3,25,0,15,0.2,46,0.4,15.48,0.6,9.29,83.5
277,24,976,27,106,1.04,359,9.72,5.02,0,2.75,57.58
173,3.5,45,0,18,4.85,343,33.02,0,0,0,61.37
16,0.6,30,0,4,0.21,86,2,1.2,0,0.13,96
78,3.7,25,7,36,0.66,92,5.2,6.4,0.6,1.68,83.3
48,1.6,681,0,6,0.67,48,2.37,6.07,0.9,0,88.2
373,1,1200,0,23,2,2,2,89,0,5.3,5
884,100,0,0,0,0,0,0,0,0,0,0
195,8.5,339,0,10,2.57,379,29.8,0,0,0.55,60.18
290,12,200,0,14,0.91,76,2.17,44.54,1.6,22.02,41.09
458,28,81,0,0,1.5,57,3.2,68.5,14.3,0.8,0.7
116,3.7,59,0,7,0.56,370,20.69,0,0,0,72.34
378,35,335,0,34,0.86,223,15.19,0.7,0,0.7,47.81
515,25,192,0,0,1.5,98,3.8,68.3,0.8,44.3,2.2
482,22,434,0,0,2.3,178,7.4,65.7,2.7,32.3,3
374,12,470,4,24,1.36,71,3.47,64.03,1,37.3,19.6
63,1.5,706,0,13,0.89,138,4.45,8.11,1.6,0.89,83.69
453,15,390,0,0,2.6,63,5,74,1.1,33.9,4.5
177,10,98,69,14,0.84,241,20.07,0.07,0,0,69.44
361,40,800,0,0,0,31,0.37,0,0,0,57.58
522,27,88,0,205,0.14,290,5.87,63.94,0,62.36,1.91
177,6.5,54,0,135,0.27,208,4.02,26.82,0.2,24.37,61.74
263,6,458,0,95,3.95,160,9.6,44.6,3.8,6.25,38
105,3.7,94,1,5,3.29,277,18.09,0,0,0,77.84
239,2.7,593,0,180,3.57,76,3.34,50.47,5.1,6.87,42
179,6.4,564,0,94,1.56,264,9.84,20.51,2.4,0,61
47,2.5,0,0,0,0,0,4.8,1.4,0.3,0.2,90.5
323,24,1552,0,723,0.6,284,21.92,4.5,0,0,43.67
382,12,41,0,150,14.3,425,40.32,35.14,0,0,6.61
106,2.9,34,0,86,0.07,131,8.25,11.67,1,11,76.6
71,0.2,36,0,106,0.05,130,9.07,8.09,0.3,7.61,82.03
42,1.7,450,0,0,0,0,1.67,5,0,1.67,89.6
412,15,436,0,322,5.4,793,30.34,38.4,7.3,15.17,12.16
469,19,267,0,0,2.5,94,4.5,71,1.3,32,2.4
277,19,600,0,93,3.58,207,12.12,14.37,0,0,52.51
59,1.6,178,0,44,5.78,124,5.22,5.53,0,0,86.2
466,18,400,0,0,0,83,4,72.3,1.3,31.1,4.1
510,26,726,0,120,4.03,118,6.64,61.3,2.3,8.18,3.14
476,34,1783,0,13,1.14,525,39.01,0.48,0,0,20.38
301,27,848,44,7,1,189,12.07,1.98,0,0,56.58
235,18,639,17,32,1.07,229,15.42,1.56,0,0,63.12
134,2.6,203,0,40,2.28,558,26,0,0,0,69.04
390,15,36,0,86,1.71,514,4.1,68.4,3.1,62.22,11.2
519,34,41,0,104,1.31,502,13.1,49.7,4.7,37.59,1.9
343,13,539,0,87,4.65,132,12.2,44.48,2.4,1.11,28.38
38,0.7,98,0,43,0.79,57,7,1,0,0.42,90.9
121,2.8,983,4,12,0.91,261,15.5,8.4,0.1,0,69.9
426,13,83,0,12,1.52,335,2.9,80.4,4.2,0,3.5
359,1.2,372,0,698,1.26,872,58.14,29.07,0,1.16,0.86
427,43,867,0,34,0.35,58,1.9,7.36,0.1,6.67,45.03
243,8.8,539,0,45,3.35,175,12.62,28.45,1.7,0,48.25
357,16,36,0,4,0.13,101,1.17,53.21,0.2,51.5,28.97
165,5.7,75,0,129,0.61,198,3.97,25.55,0.1,21.19,63.9
244,10,653,1,55,2.64,224,15.17,22.21,1.3,3.84,49.91
67,0.4,2,0,14,0.29,191,0.63,17.15,0.9,16.25,81.3
327,16,463,0,19,0.73,141,4.78,40.95,2.2,4.82,36.68
404,39,63,26,11,2.4,209,11.49,0,0,0,48.5
341,0.5,6,0,17,0.03,30,0.44,83.65,0,80.44,15.27
75,0.8,16,0,28,0.2,62,0.8,16.23,0.4,11.74,81.8
379,0.6,643,0,35,3.57,1628,9.64,83.76,7.5,3.69,2
381,1.4,286,0,18,0.8,110,2,90.06,2.5,64.68,6
324,9.1,101,0,33,2.07,153,2.9,61.6,3.7,27.42,25.3
255,7.1,456,0,57,4.3,48,5,43.4,1,15.6,41.9
304,19,863,0,109,2.13,121,13.45,22.26,0.9,2.18,42.29
287,14,596,0,132,2.39,192,11.08,29.56,2,1.82,43.33
162,9,89,0,13,0.86,290,18.86,0,0,0,71.15
485,26,48,0,43,1.29,217,3.3,59.59,3.5,55.79,10.36
133,8.3,773,0,90,0.14,88,2.92,11.72,0.6,1.4,74.68
902,100,0,0,0,0,0,0,0,0,0,0
410,26,2081,11,20,5.42,597,33.2,11,1.8,9,23.36
479,21,972,0,0,4.7,89,6,66.4,2.2,8,2.5
160,4.4,60,0,16,1.12,396,28.3,0,0,0,63.87
96,2,698,0,31,0.64,325,1.76,18.47,0.8,0,75.32
258,0.8,749,0,140,0.52,93,5.9,57.8,1.5,0,33.2
124,3.1,77,0,77,1.15,372,22.6,0,0,0,72.79
218,2.9,45,0,81,1.23,186,5.7,44.64,6.3,0.88,45.89
339,0.9,9,0,160,8.7,1500,21.25,63.25,15.5,2.12,11
389,4.6,592,267,35,30,267,10,80.3,7.1,21,1.2
379,4.4,3,0,733,47.5,437,12.2,73.4,7.5,0.87,6.7
371,13,200,0,810,4.1,1080,62.44,0,0,0,20.59
328,2.1,540,133,44,28,533,9.9,80.5,18.3,18.6,3.4
526,30,826,0,0,0,103,5.1,59.8,1.7,6.5,3
428,15,1276,0,179,2.77,163,8,63.4,2.1,11.65,9.2
96,6.9,38,1,19,0.33,127,2.03,6.36,1.8,2.16,84.3
165,8,503,5,14,1.58,138,21.77,0,0,0,68.65
83,5.3,4,0,282,2.04,130,9.98,1.18,1,0.71,82.31
360,26,483,55,36,2.02,97,9,22.8,0.8,0.25,40.5
598,51,426,0,49,1.74,558,22.21,22.31,5,10.49,1.23
429,9.5,490,0,11,2.28,241,12.6,73.39,14.2,0.54,2.8
327,29,977,48,9,11.2,199,14.5,3.1,0,0,50.6
85,2.8,311,0,21,0.67,124,6.76,8.29,1,1.74,81.01
188,14,408,4,73,1.56,106,14.6,1.5,0.2,1.4,68.3
12,0.3,809,0,57,0.26,117,0.5,2.41,1,1.07,94.34
185,11,466,1,197,0.79,255,10.83,11.36,1.5,3.15,64.87
382,4.2,4,0,10,2.66,301,12,77.9,15.1,0,4.1
196,14,709,0,50,0.2,20,1.69,15.49,0.3,7.79,66.41
496,27,371,420,912,0.47,1330,26.32,38.42,0,38.42,2.47
45,1.1,693,0,19,0.71,60,2.1,6.67,1.6,1.93,88.02
31,1,621,0,6,0.41,170,4.42,0.75,0,0.35,91.96
44,0.6,15,0,7,0.95,28,0.81,8.68,0,2.6,89.69
286,15,638,0,46,1.79,196,12.14,26.22,2.4,3.02,44.7
252,16,289,0,35,2.8,192,13.94,13.74,1.4,3.52,55.29
431,18,476,0,0,3.1,81,7,71.6,5.7,1.3,3
54,1,66,60,122,0.16,168,3.43,7.68,0,7.29,87.09
468,23,15,0,160,2.5,179,7.2,62.4,7.5,0,6
477,18,317,0,0,2.2,52,4.9,73.9,1.3,36.9,2.5
289,14,357,0,17,0.91,545,3.49,37.2,3.9,0.28,43.19
130,1.7,83,0,10,1.16,21,5.28,23.54,0,0,68.71
113,0.9,49,0,73,0.71,331,24.69,0,0,0,72.97
305,12,537,2,222,8,76,5.8,43.4,1.2,11.5,35.1
370,1.8,7,0,3,1.1,142,7.11,79.45,3.9,1.61,11.18
368,23,701,0,430,1.52,102,15.93,24.11,1.7,2.21,33.75
69,0.8,353,16,60,1.43,0,3.17,12.3,1.2,4.76,82.4
387,2.8,326,0,11,1.49,290,8.2,81.5,4.2,0.89,5.8
196,1.3,2,0,19,0.94,484,1.63,44.17,0,0,52
198,15,1217,0,7,1.69,297,14.68,0.14,0,0,66.56
158,10,833,0,5,0.12,36,0.65,16.4,0,6.67,71.2
464,41,512,6,12,0.29,20,0.87,23.33,0.4,15.84,32.64
214,7,490,0,50,1.95,222,5.95,31.77,2.4,5.96,53.37
642,52,24,0,101,17.4,830,14.32,28.42,16.6,0.91,1.34
530,29,293,0,0,2.5,147,5.7,61.5,3.7,28.4,2.5
47,3.2,2,0,13,1.96,408,1.8,2.8,0.1,0,91.5
12,0.8,633,0,12,1.16,128,1.29,0.8,0.6,0.13,95.17
161,3.6,250,0,57,0.4,248,1.36,30.72,1.9,7.65,63.02
484,22,582,0,0,3.1,66,7.6,65.7,2,16.7,2.7
56,0.2,240,28,3,0.44,117,1.56,14.39,2.1,3.84,83.48
61,2.4,709,0,4,0.7,126,4.6,5.2,0.2,0,85.5
108,0.9,1019,512,18,0.5,423,23.4,0,0,0,70.83
39,1.2,376,5,19,0.64,55,2.58,4.35,0.5,0.42,90.65
357,5.4,571,286,357,32.14,607,10.71,75.5,10.7,3.57,3.68
391,8.1,767,0,133,2.92,337,4.6,80.16,2.3,39.53,3.9
222,13,61,29,131,0.21,177,4.1,22.2,0.7,21.16,59.8
126,2.6,70,0,157,0.06,221,4.9,21.8,0,18.69,69.6
567,48,39,0,153,14.55,406,16.96,26.04,0,0,5
76,5.1,322,0,0,0,0,1.69,5.08,0,1.69,86.8
356,2,1850,0,52,2.87,277,10.9,73.77,2.8,11.27,7.94
432,14,300,0,123,3.8,732,14.11,62.2,3.8,14.11,6.93
300,5,386,0,75,3.2,0,0.01,52.9,3.2,14.6,31
221,2.3,396,0,288,2.66,228,9.6,44.1,7.3,8.79,41
233,14,1093,25,115,2.37,166,10.64,16.37,0.4,2.2,56.6
126,4.5,453,0,18,1.6,161,10.4,10.9,3.4,1.3,72.8
70,3.5,0,0,0,0,0,8.76,0.74,0.6,0.3,85.8
674,71,26,11,26,0.72,96,8.21,0,0,0,20.21
497,22,310,0,104,1.32,206,6.62,67.38,4.7,1.21,1.94
541,30,122,0,109,3.67,340,4.06,62.82,1.6,40.99,1.37
352,1.2,15,0,37,4.82,823,23.82,63.74,25.5,8,8.62
57,1.9,26,1,8,0.43,46,2.5,7.3,1.1,1.45,87.8
336,1.2,12,0,173,7.73,1542,21.11,62.25,24.9,0,11.71
277,23,881,36,27,1.73,244,14,3.76,0.9,0,56.71
119,1.6,65,0,141,1.67,499,24.54,0,0,0,73.47
588,50,476,0,54,2.16,592,21.93,23.98,5.7,6.5,1.55
290,2.4,7027,161,160,2.5,1458,62.82,0,0,0,16.14
105,0.9,78,46,14,0.49,244,22.83,0,0,0,75.92
264,18,1500,117,275,11.88,181,24.6,4,0,0,47.5
536,35,8,0,24,1.63,1275,7,52.9,4.8,0.22,1.9
414,12,597,0,0,4.3,0,5.6,74,3.3,2.3,3
91,0.2,2,0,4,0.3,290,1,21.34,1.6,11.36,76.7
189,13,820,0,5,0.97,300,17.5,1.04,0,0,65.87
129,7,402,0,20,0.76,218,9.76,6.87,1.5,3.03,74.78
72,0.5,47,0,25,0.95,212,3.33,13.47,4,0,82.08
20,0.5,656,0,47,3.3,102,3.8,0,0,0,90.4
180,13,54,14,33,1.32,202,16.9,0,0,0,69.74
557,47,99,0,54,7.28,648,28.33,15.31,0,0,5.05
517,32,141,0,68,1.23,364,11.28,52.8,3.9,40.22,1.5
378,1.9,1771,0,12,1.29,236,2.3,87.9,3.6,67.86,3.2
362,2.1,479,0,53,1.82,209,2.6,89.3,4.5,42.88,4
487,31,545,0,32,1.36,1186,6.51,55.92,3.8,5.47,2.48
384,2.9,1240,0,27,4.58,223,10.04,80.39,3.4,2.21,3.13
366,1.4,571,0,357,28.6,115,10.6,75.5,3.3,0.4,10.4
232,10,287,0,8,0.3,50,1.8,34.9,1,9.89,52.5
94,1.6,109,27,11,1.19,163,19.77,0,0,0,77.96
170,0.7,1012,0,43,0.69,263,0.91,39.95,1,35.29,55.28
218,16,68,17,15,0.88,244,17.99,0.44,0,0,64.67
475,19,412,0,0,2.7,93,4.9,72.6,1.8,37.6,2.5
520,28,64,0,138,0.84,294,6.24,63.64,1.9,53.96,1.1
363,1.6,1085,0,29,3.32,445,10.62,76.45,3.1,3.83,7.27
173,4.4,739,642,17,0.93,379,31.2,0,0,0,62.5
285,9.7,638,0,308,5.61,125,6.47,42.98,2.2,4.91,37.95
42,1.7,475,0,0,0,0,1.69,5.08,0,1.69,90
515,26,296,0,52,0.72,868,1.34,69.23,3.7,3.36,2.8
560,33,135,0,34,0.03,51,1.07,64.72,0,63.47,0.55
370,1.8,7,0,3,1.1,142,7.11,79.45,3.9,1.61,11.18
356,19,692,0,21,0.71,142,4.89,40.72,2.6,4.68,32.9
337,1.1,12,0,83,6.69,1359,22.53,61.29,15.2,2.1,11.75
48,0.3,3,0,4,0.18,77,0.28,12.31,1.3,10.1,86.85
884,100,0,0,0,0.03,0,0,0,0,0,0
124,3,88,0,19,1.08,328,22.73,0,0,0,73.36
308,19,897,1,29,0.86,82,7.84,27.99,0.7,0.1,42.15
589,50,486,0,45,1.9,745,24.06,21.57,8,8.41,1.14
119,3,51,0,90,1.67,487,21.49,0,0,0,73.99
526,34,74,0,224,1.63,444,9,53.4,6.2,43.9,1.5
188,14,440,15,83,0.92,120,13.7,1.4,0.5,1.4,69.8
546,31,24,0,56,8.02,559,4.88,61.17,7,47.9,0.97
69,0.4,17,0,14,0.3,47,0.4,16,0.4,9.41,82.9
220,11,365,0,14,1.25,115,7.25,22.05,0.8,0,58.05
203,8.5,180,0,7,2.75,408,31.52,0,0,0,59.4
280,13,624,0,208,1.86,168,11.73,29.93,1.7,3.21,43.4
19,0.4,7,0,8,0.32,80,1.72,3.22,1.4,1.89,94.32
466,16,439,2,0,3.3,93,7.1,73.6,2,23.2,2.5
104,2.9,160,0,46,5.95,190,14.66,4.89,0,0,76.24
629,61,0,0,149,3.3,658,13.7,17,11,3.49,5.79
197,9,468,0,17,0.56,416,2.49,26.59,2.7,1.38,59.85
161,7.6,1220,0,7,0.94,321,17.27,4.83,0,0,66.77
227,9.7,439,0,219,1.8,132,6.4,28.3,0,0,52.9
274,18,572,0,172,1.97,171,12.59,17.28,0.9,1.57,49.96
67,0.4,238,40,119,0.71,119,2.38,13.89,1.2,5.16,81.7
123,2.2,49,0,15,0.7,394,2.7,25.5,2,0.3,68.3
273,18,528,0,314,0.66,140,11.24,15.45,1.9,2.6,52.38
449,34,2253,7,9,3.14,412,31.3,1.4,0,0,26.2
222,7.2,407,4,34,1.55,212,9.94,29.5,2.1,5.32,51.33
167,5.8,383,0,23,0.42,49,1.32,28.81,2.7,21.88,63
472,48,12,0,54,4.15,1166,12.1,36.2,18.1,0,0.9
69,0.5,392,1,6,0.38,205,12.06,3.18,0,0,82.53
122,6.7,14,0,67,2.1,484,13.09,9.57,1.1,0,69.05
161,9,113,19,11,1,208,19.81,0.15,0,0.1,71.1
105,0.8,301,0,31,3.19,250,17.1,6.01,0,0,74.56
507,26,753,0,147,3.9,97,11.4,57.4,2.4,0.5,2.3
101,0.6,4,0,30,0.71,382,1.7,25.2,2.4,0,71.5
385,12,530,0,136,3.8,843,13.9,63.2,9,13.5,2.5
183,7.3,534,0,101,2,228,9.13,20.32,2.4,0,61.21
84,4.4,0,0,0,0,0,8.9,2.3,0.8,0.3,83.4
51,2.1,577,0,4,0.7,109,2.6,5.1,0.4,0.21,88.6
276,11,580,0,192,2.47,170,10.85,32.85,2.1,2.47,42.68
403,11,195,31,65,5.65,328,9.38,66.72,7.5,32.45,11.26
346,1.8,3,0,22,1.15,1491,3.89,88.28,9.9,47.3,3
446,24,4957,0,134,2.6,408,8,52.1,3,17.51,2.9
58,1.5,38,0,27,0.54,44,2.2,8,0,0,87.2
390,2.2,32,341,860,53.01,281,6.65,83.14,1.3,4.85,5.13
79,1.8,13,53,132,0.48,0,2.64,13.66,0.4,10.57,80.7
467,18,494,0,141,2.54,199,7.05,70.07,3.5,38.8,3.06
160,6,98,0,147,1.25,261,4,24.9,2.2,0,63.8
168,4.7,298,0,18,0.66,250,13.19,18.28,3.3,1.57,62.39
352,1.6,156,0,469,1.13,500,78.13,6.25,3.1,0,3.44
29,0.3,17,0,41,0.72,250,3.06,5.35,3,1.47,90.55
43,1.1,79,153,394,0.87,0,8.21,0,0,0,89.8
88,4.6,0,0,0,0,0,10.07,1.53,0.9,0.5,82.5
44,0.7,54,0,149,1.56,623,4.16,6.85,0,0,86.46
264,14,380,0,54,1.4,131,7.66,26.7,0,0,50.72
267,14,23875,0,187,1.03,309,16.66,18.01,0,17.36,2.27
46,2,501,0,10,0.94,53,3.2,3.8,0,0,90.13
441,18,1727,0,21,3.93,177,10.06,60.34,3,1.99,6.56
39,1.1,587,0,6,0.13,22,1.09,6.24,0.7,0.52,89.97
242,10,653,0,55,2.64,224,15.17,22.21,1.3,3.84,49.91
275,15,607,0,88,1.47,173,11.48,23.22,1.3,2.48,47.88
305,8.4,467,0,74,2.81,69,5.9,51,3.4,17.78,32.6
271,22,294,30,0,0.85,160,9.41,8.13,0,0,58.87
370,1.8,7,0,3,4.36,142,7.11,79.45,3.9,1.61,11.18
423,17,200,8,0,3.7,471,6.6,66.9,7,35.2,7.5
30,0.3,33,0,8,0.54,112,0.79,6.57,0.6,3.97,91.38
183,6.8,451,0,90,1.82,204,7.03,23.37,3.7,2.1,60.9
371,16,518,0,0,3,104,6.5,75.3,14.9,1.2,2.3
241,14,422,0,58,2.94,214,16.52,11.71,1.1,0,55.84
189,9.1,604,0,16,2.07,350,26.85,0,0,0,61.88
67,2.5,653,0,12,0.88,79,3.85,7.16,0.6,2.06,84.42
288,25,739,57,8,1.02,307,15.39,0.93,0,0.93,56.59
396,36,929,28,10,1.13,189,13.8,2.7,0,0,44.55
371,19,354,0,46,0.75,83,5.4,47.8,1.9,0,27.1
391,0.9,313,0,0,0,504,12.5,83.21,0,12.5,2.42
462,29,10,0,78,3.05,685,13.8,44.9,0,0,9.2
150,8.3,69,14,21,1.17,213,18.73,0,0,0,72.63
48,3.1,722,0,18,0.8,40,1.72,3.32,0,0,89.88
245,7.4,480,0,76,5.1,50,5.3,39.9,1,10.1,44.94
311,22,664,0,58,2.03,165,11.27,19.28,0.8,1.43,44.62
93,2.1,635,0,18,0.62,257,1.64,17.08,1.3,5.9,77.13
265,8.7,525,2,143,6.4,71,5.5,41.6,1.1,9.3,40.9
381,9.3,585,0,0,2.7,181,11,71.6,15.3,2.9,2.5
50,0.4,5,0,18,0.95,106,3.27,8.36,2,2.01,87.52
51,1.7,85,1,59,4.61,156,5.71,2.72,0,0.62,89.04
312,27,1131,0,7,1.76,176,14.11,2.42,0,0,53.56
403,18,554,0,54,2.55,131,7.02,53.38,2.2,17.98,19.62
385,3.2,167,0,9,1.17,275,8.4,81.2,2.9,0,5.9
240,7.7,557,0,196,2.06,221,10.49,32.28,2,8.81,46.94
100,3.7,385,0,34,1.13,245,5.85,10.88,2.9,1.84,77.89
398,33,21,24,703,0.72,112,24.35,1.91,0,0.49,38.98
121,4,67,4,15,0.86,310,21.1,0.21,0,0,73.62
490,22,432,0,0,4.2,228,6.8,66.3,2.1,7.3,2.5
479,19,308,0,0,2.2,50,4.7,73.7,1.2,37.8,2.5
382,4.6,72,0,56,4.2,355,14.61,70.32,6.8,0,8.72
509,52,44,0,2,0.93,0,9.91,0,0,0,38.1
54,1.2,348,0,54,0.9,354,2.18,8.66,2,3.78,86.71
598,43,20,0,73,11.9,715,7.79,45.9,10.9,23.99,1.37
517,38,3,0,78,4.9,687,16.18,34.29,0,0,5.62
291,14,511,0,255,2.31,159,7.9,32.9,0,0,42
175,7.1,80,4,8,3.43,323,26.15,0,0,0,67.12
397,3.3,52,0,8,0.01,3,0.03,91.56,0,68.48,4.85
482,21,123,0,5,0.63,90,0.68,75.42,1.2,58.01,1.52
338,0.7,18,0,81,7.51,1724,21.46,63.38,19,8.5,10.17
407,8.7,0,0,0,0,0,4.7,77.45,0,0,6.4
97,3.9,344,0,53,0.16,90,10.69,4.61,0.2,2.38,79.64
363,3.1,308,0,504,11.7,362,14.15,69.63,5.7,30.07,9.83
532,32,35,0,59,2.12,925,2.94,56.82,8.8,8.82,4.51
19,0.3,29,0,118,1.51,141,1.36,2.81,1.3,0.42,94.69
258,20,71,0,10,1.04,204,17.55,0,0,0,61.84
51,1.2,106,1,9,0.72,142,5.1,5.5,1.1,1.39,86.9
451,18,167,1,41,1.56,285,7.17,66.27,5.7,30,7.88
154,4.8,64,0,14,0.71,550,25.82,0,0,0,68.44
153,5.3,90,522,8,0.45,439,24.58,0,0,0,70.65
59,2.5,69,1,22,0.5,226,3.4,5.7,2.6,2.04,87.3
56,0.5,2,0,80,0.56,77,2,11.8,2.7,0,85.4
579,38,10,0,62,6.32,567,6.12,52.42,8,36.71,1.25
424,19,294,0,31,2.14,147,5.4,59.1,2.5,0,15.3
173,4.7,119,0,3,6.81,352,30.77,0,0,0,62.07
41,0.4,10,0,26,0.93,370,3.78,7.86,3.8,0,87.07
332,2,3,0,33,3.71,394,9.61,74.48,13.1,1.02,12.42
278,11,526,2,357,6.4,90,6.6,39,1.2,2.9,39.75
294,15,745,8,269,1.77,183,15.05,24.04,1.7,1.88,42.62
519,27,691,0,137,1.16,223,7.36,60.81,5.1,2.59,1.66
501,25,519,0,134,1.38,259,7.19,62.74,4,3.03,3.14
114,2.9,99,48,11,0.85,260,21.85,0,0,0,74.79
363,3.3,187,0,166,2.55,430,2.4,91.5,5.1,0,1
433,24,160,0,13,0.54,186,1.5,52.7,2.5,40,21
363,0.8,10,0,375,42.88,245,10.6,79.55,2.8,16.63,6.69
147,10,128,105,62,1.74,135,12.33,1.01,0,0.25,75.81
11,0.4,2643,0,8,0.48,144,0.51,1.75,0.3,1.26,89.98
150,2.7,54,0,4,4.2,372,29.45,0,0,0,65.9
72,2.2,30,0,35,0.5,128,7.4,5.6,0,0,84
445,16,724,0,63,1.1,376,9.8,68,2.5,3.7,3
146,5.2,39,0,23,0.49,420,23.14,0,0,0,74.52
563,35,39,0,109,1.33,306,5.58,57.54,4.3,51.71,1.26
531,31,101,0,251,0.91,438,8.51,58.01,1.7,53.96,0.94
375,31,915,22,614,0.42,162,22.13,1.73,0.1,0.62,39.08
584,51,9,0,78,5.25,645,20.78,20,8.6,2.62,4.73
403,12,577,0,29,4.68,117,4.25,69.41,1.2,36.35,11.43
206,0.6,9,0,21,0.29,67,0.14,55.83,1.5,52.2,43.33
560,35,187,0,24,1.43,1304,6.72,53.54,4.2,0.34,1.35
213,6.1,495,0,107,2.21,134,7.4,32.1,1.1,0,52.6
388,5.6,733,0,178,12,933,55.56,28.89,6.7,22.22,4.13
521,53,49,0,6,0.45,181,9.4,0,0,0,36.15
424,9.5,540,0,11,2.28,241,12.6,72,14.2,0.92,2.8
385,7.4,842,0,171,5.2,7,26.5,53.15,3.5,1.8,8.5
103,2.6,311,0,42,1.76,340,5.1,14.79,4.9,0.89,75.91
62,0.9,9,3,4,0.3,120,2.6,10.9,1.8,7.98,85.3
386,3.8,110,0,21,1.8,311,8.1,79.9,4,0,6.8
900,100,0,0,0,0.05,0,0,0,0,0,0
900,100,0,0,0,0,0,0,0,0,0,0
102,1.2,78,0,13,0.36,513,21.33,0,0,0,76.1
451,23,410,0,0,2.8,94,6.7,66.6,8.5,1.2,3
141,2.7,1062,27,5,0.76,330,18.52,10.7,0,10.68,64.59
184,15,423,9,34,1.38,114,13.4,1.1,0.2,0.8,69.5
159,5.6,87,4,143,0.3,211,4,24.2,0,24,65.3
342,31,876,0,74,1.3,230,12.05,3.63,0,0,50.68
256,12,660,0,92,2.78,178,13.06,24.97,1.4,0,48.06
112,3,1200,0,16,2.2,349,13.5,7.7,0.4,4,72
502,25,763,0,0,4.1,104,8.7,62.6,2.1,1.3,2.3
314,3,193,0,134,10.4,3170,17.9,68.7,21.3,38.48,2
91,1.3,970,0,35,1.5,250,4.83,15.42,6.8,2.49,75.33
259,3.4,586,0,110,4.1,0,0.01,46.9,5.3,3.4,37.47
103,4.3,49,0,38,1.21,199,8.62,7.27,1.7,0.61,76.13
101,3.8,46,0,14,1.79,82,8.71,8.03,0,0.21,79.21
403,22,371,0,71,0.78,125,7,44.6,1.2,0,24.3
265,13,342,0,14,0.55,576,3,35.11,3.2,1.49,47.25
297,16,740,0,23,0.9,336,19.62,17.98,1,0.36,43.38
234,17,45,0,11,1.09,217,18.77,0,0,0,63.24
117,2.5,788,0,33,1.62,400,5.09,18.86,2.5,5.09,70.86
290,2.7,623,9,70,2.72,99,5.4,61,0.5,36.66,29.7
204,13,43,0,20,0.96,473,2.22,21.86,1.7,0,61.96
125,2.2,680,0,21,1.48,145,6.54,20.18,3.9,6.52,68.54
68,2.1,516,0,28,0.75,255,3.48,9.17,0.8,1.5,82.95
416,12,519,0,76,1.62,123,3.4,79.5,2.9,35.71,3.1
265,8.7,520,2,357,6.4,71,5.5,41.7,1.1,9.1,40.5
434,15,303,0,19,1.99,219,4,76.6,0,0,2.8
503,24,359,0,0,1.2,182,4.5,67.7,2.8,32.4,2.5
111,3.3,1322,0,10,3.45,402,19,0,0,0,74.6
120,3.9,95,0,14,0.88,306,19.97,0,0,0,75.18
